City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Teslic,44.6064,17.8597,30.2,86,0,4.61,BA,2021-01-27 23:33:24
294,Santa Helena,-2.2311,-45.3,75.33,91,100,2.17,BR,2021-01-27 23:33:25
295,Kuznechnoye,61.12,29.8686,32.0,98,97,3.06,RU,2021-01-27 23:33:25
296,Numazu,35.1,138.8667,39.99,78,65,5.99,JP,2021-01-27 23:33:25
297,Yeppoon,-23.1333,150.7333,82.4,61,40,12.66,AU,2021-01-27 23:33:25
298,Buala,-8.145,159.5921,86.29,68,97,12.57,SB,2021-01-27 23:33:25
299,Cidreira,-30.1811,-50.2056,74.03,91,100,7.23,BR,2021-01-27 23:33:25
300,San Isidro,-12.1167,-77.05,75.2,64,0,9.22,PE,2021-01-27 23:33:25
301,Sisimiut,66.9395,-53.6735,8.15,77,0,10.18,GL,2021-01-27 23:33:26
302,Cherskiy,68.75,161.3,-23.48,85,100,4.9,RU,2021-01-27 23:33:26
303,Saskylakh,71.9167,114.0833,-41.66,80,94,2.53,RU,2021-01-27 23:33:26
304,Maniitsoq,65.4167,-52.9,22.73,75,0,7.23,GL,2021-01-27 23:33:26
305,Poum,-20.2333,164.0167,80.56,74,40,6.2,NC,2021-01-27 23:30:19
306,Sitka,57.0531,-135.33,30.2,37,1,8.05,US,2021-01-27 23:33:26
307,Lebork,54.5392,17.7501,32.0,93,75,4.61,PL,2021-01-27 23:33:26
308,Tiznit,29.5833,-9.5,63.63,39,0,2.66,MA,2021-01-27 23:33:26
309,Rampur,28.8167,79.0333,45.39,63,0,3.18,IN,2021-01-27 23:33:27
310,Tubuala,9.5167,-79.0333,84.2,65,40,3.44,PA,2021-01-27 23:33:27
311,Veraval,20.9,70.3667,63.34,30,9,12.33,IN,2021-01-27 23:33:27
312,Porto Seguro,-16.4497,-39.0647,78.8,69,20,6.91,BR,2021-01-27 23:33:27
313,Byron Bay,-28.65,153.6167,82.4,65,40,14.97,AU,2021-01-27 23:32:00
314,Buraydah,26.326,43.975,60.8,48,0,12.66,SA,2021-01-27 23:33:28
315,Okato,-39.2,173.8833,70.0,83,46,8.01,NZ,2021-01-27 23:33:28
316,Praia,14.9215,-23.5087,71.6,73,0,16.11,CV,2021-01-27 23:33:28
317,Natal,-5.795,-35.2094,80.6,78,20,12.66,BR,2021-01-27 23:30:22
318,Hualmay,-11.0964,-77.6139,71.76,80,90,7.45,PE,2021-01-27 23:33:28
319,Nouadhibou,20.931,-17.0347,68.0,68,0,11.5,MR,2021-01-27 23:33:28
320,Rorvik,64.8621,11.2373,31.21,96,100,18.5,NO,2021-01-27 23:33:28
321,San Quintin,30.4833,-115.95,57.42,51,84,9.46,MX,2021-01-27 23:31:53
322,Ilo,-17.6394,-71.3375,69.26,80,27,4.72,PE,2021-01-27 23:33:28
323,Fayetteville,35.0527,-78.8784,51.8,82,90,3.44,US,2021-01-27 23:33:29
324,Deming,32.2687,-107.7586,46.4,34,1,11.5,US,2021-01-27 23:33:29
325,Lompoc,34.6391,-120.4579,53.6,87,90,17.27,US,2021-01-27 23:33:29
326,Iracoubo,5.4802,-53.2011,76.82,82,53,11.07,GF,2021-01-27 23:29:52
327,Guane,22.2025,-84.0875,74.12,81,7,2.3,CU,2021-01-27 23:33:29
328,Half Moon Bay,37.4636,-122.4286,51.01,87,90,12.95,US,2021-01-27 23:33:29
329,Aklavik,68.2191,-135.0107,-14.8,76,100,3.18,CA,2021-01-27 23:33:30
330,Tocopilla,-22.092,-70.1979,69.04,68,25,7.9,CL,2021-01-27 23:33:30
331,Aquiraz,-3.9014,-38.3911,82.4,78,20,5.75,BR,2021-01-27 23:33:30
332,Athabasca,54.7169,-113.2854,3.2,78,100,5.75,CA,2021-01-27 23:28:39
333,Sola,-13.8833,167.55,82.58,79,100,17.94,VU,2021-01-27 23:33:30
334,Ahuimanu,21.4447,-157.8378,82.4,61,90,14.97,US,2021-01-27 23:33:30
335,Saint-Augustin,51.226,-58.6502,13.19,93,39,9.73,CA,2021-01-27 23:33:30
336,Macamic,48.7502,-78.9996,6.8,78,90,6.91,CA,2021-01-27 23:33:31
337,Kukmor,56.1855,50.8944,22.12,97,100,13.76,RU,2021-01-27 23:33:31
338,Verkhoyansk,67.5447,133.385,-49.18,74,62,1.03,RU,2021-01-27 23:33:31
339,Mandalgovi,45.7625,106.2708,-6.29,80,0,10.85,MN,2021-01-27 23:33:31
340,Matelandia,-25.2408,-53.9964,77.0,83,40,11.5,BR,2021-01-27 23:33:31
341,Mantua,45.1667,10.7833,32.0,86,91,3.0,IT,2021-01-27 23:33:31
342,Kiboga,0.9161,31.7742,62.35,80,0,0.51,UG,2021-01-27 23:33:31
343,Camacari,-12.6975,-38.3242,78.8,78,75,3.44,BR,2021-01-27 23:28:50
344,Pangnirtung,66.1451,-65.7125,-5.8,77,1,8.05,CA,2021-01-27 23:33:31
345,Stettler,52.3168,-112.7186,5.0,100,100,6.91,CA,2021-01-27 23:32:22
346,Mitsamiouli,-11.3847,43.2844,81.84,67,1,6.42,KM,2021-01-27 23:33:32
347,Chulym,55.0997,80.9572,17.33,98,100,1.95,RU,2021-01-27 23:33:32
348,Sobrance,48.7445,22.1814,25.0,87,48,5.64,SK,2021-01-27 23:33:32
349,Paulo Afonso,-9.4061,-38.2147,76.17,72,81,12.84,BR,2021-01-27 23:33:32
350,Talkha,31.0539,31.3779,48.97,78,14,8.88,EG,2021-01-27 23:30:31
351,Tacuati,-23.45,-56.5833,75.45,85,36,4.05,PY,2021-01-27 23:33:32
352,Armidale,-30.5167,151.65,68.0,80,49,8.99,AU,2021-01-27 23:32:47
353,Carroll,39.5501,-77.0164,34.0,71,42,1.99,US,2021-01-27 23:32:14
354,Salinopolis,-0.6136,-47.3561,79.57,82,77,8.86,BR,2021-01-27 23:33:33
355,Baft,29.234,56.6057,36.0,56,0,4.03,IR,2021-01-27 23:33:33
356,Ornskoldsvik,63.2909,18.7153,14.0,92,90,4.61,SE,2021-01-27 23:33:33
357,Baykit,61.67,96.37,-24.23,80,100,6.15,RU,2021-01-27 23:33:33
358,Port Macquarie,-31.4333,152.9167,78.8,78,90,4.61,AU,2021-01-27 23:31:57
359,Mao,39.8885,4.2658,51.8,93,0,4.61,ES,2021-01-27 23:33:33
360,Vlasinesti,47.9333,26.8833,32.0,74,75,19.57,RO,2021-01-27 23:33:34
361,Tromso,69.6496,18.957,26.6,50,0,12.66,NO,2021-01-27 23:33:34
362,Crotone,39.0851,17.1178,46.81,54,100,6.89,IT,2021-01-27 23:33:34
363,Husavik,66.0449,-17.3389,15.8,86,90,9.31,IS,2021-01-27 23:29:33
364,Marzuq,14.4,46.4667,55.27,56,0,1.28,YE,2021-01-27 23:33:34
365,Maneadero,31.7167,-116.5667,57.99,69,21,3.0,MX,2021-01-27 23:33:34
366,Batagay-Alyta,67.8006,130.4114,-37.55,80,49,0.36,RU,2021-01-27 23:33:34
367,Pangkalanbuun,-2.6833,111.6167,74.19,95,100,3.29,ID,2021-01-27 23:33:35
368,Williamsburg,37.2707,-76.7075,42.8,81,90,6.33,US,2021-01-27 23:32:22
369,Havre,49.5833,0.3333,50.0,100,90,11.5,FR,2021-01-27 23:33:35
370,Shimanovsk,52.0,127.7,-16.64,87,100,9.73,RU,2021-01-27 23:33:35
371,Urucara,-2.5364,-57.76,75.43,94,100,2.8,BR,2021-01-27 23:33:35
372,Karatau,43.1667,70.4667,12.6,93,39,1.74,KZ,2021-01-27 23:33:35
373,Namtsy,62.7161,129.6658,-49.0,59,97,2.24,RU,2021-01-27 23:33:36
374,Pringsewu,-5.3582,104.9744,72.72,95,100,2.3,ID,2021-01-27 23:33:36
375,Fergus Falls,46.283,-96.0776,12.2,79,90,5.75,US,2021-01-27 23:33:36
376,Sawakin,19.1059,37.3321,75.24,74,5,3.31,SD,2021-01-27 23:33:36
377,Iringa,-7.7667,35.7,58.01,94,19,3.31,TZ,2021-01-27 23:33:36
378,Broken Hill,-31.95,141.4333,73.4,35,92,10.36,AU,2021-01-27 23:32:41
379,Teguise,29.0605,-13.564,59.0,72,20,1.14,ES,2021-01-27 23:33:36
380,Tallahassee,30.4383,-84.2807,69.8,83,40,4.61,US,2021-01-27 23:31:41
381,Pundaguitan,6.3711,126.1689,79.7,77,79,10.42,PH,2021-01-27 23:33:37
382,Birin,26.8865,88.0718,43.32,79,0,3.98,NP,2021-01-27 23:33:37
383,Amarillo,35.222,-101.8313,46.99,36,1,6.91,US,2021-01-27 23:31:18
384,Tarakan,3.3,117.6333,78.8,89,40,3.44,ID,2021-01-27 23:33:37
385,Waddan,29.1614,16.139,48.07,53,0,4.7,LY,2021-01-27 23:33:37
386,Oranjemund,-28.55,16.4333,61.5,81,1,17.65,NA,2021-01-27 23:33:38
387,Jingdezhen,29.2947,117.2079,44.89,93,58,3.44,CN,2021-01-27 23:33:38
388,Kemijarvi,66.7131,27.4306,10.94,95,100,8.46,FI,2021-01-27 23:33:38
389,Sao Joao Da Barra,-21.6403,-41.0511,77.94,81,0,17.72,BR,2021-01-27 23:33:38
390,Bialogard,54.007,15.9875,32.0,94,100,10.49,PL,2021-01-27 23:33:38
391,Mareeba,-17.0,145.4333,80.01,89,90,5.75,AU,2021-01-27 23:33:38
392,Bambanglipuro,-7.95,110.2833,75.72,87,99,5.17,ID,2021-01-27 23:33:39
393,Guerrero Negro,27.9769,-114.0611,61.45,47,100,13.38,MX,2021-01-27 23:33:39
394,Beloha,-25.1667,45.05,76.23,82,0,10.25,MG,2021-01-27 23:33:39
395,Campbellford,44.3084,-77.7995,24.01,70,100,1.01,CA,2021-01-27 23:33:39
396,Bathsheba,13.2167,-59.5167,78.8,69,20,16.11,BB,2021-01-27 23:29:29
397,Bonanza,14.0289,-84.591,73.81,76,30,2.86,NI,2021-01-27 23:33:39
398,Rio Verde De Mato Grosso,-18.9181,-54.8442,74.93,86,95,0.63,BR,2021-01-27 23:33:40
399,Asau,46.4333,26.4,34.0,64,90,19.57,RO,2021-01-27 23:33:40
400,Sawtell,-30.3833,153.1,77.0,88,75,8.05,AU,2021-01-27 23:33:40
401,Yondo,7.0062,-73.9097,81.39,72,67,2.71,CO,2021-01-27 23:33:40
402,Locri,38.2414,16.2623,52.0,57,98,6.35,IT,2021-01-27 23:33:40
403,Port Arthur,38.8,121.2667,24.8,54,40,8.95,CN,2021-01-27 23:33:41
404,Armizonskoye,55.9461,67.6736,17.02,97,72,9.62,RU,2021-01-27 23:33:41
405,Brigantine,39.4101,-74.3646,35.6,60,90,9.22,US,2021-01-27 23:33:41
406,Geraldton,-28.7667,114.6,64.4,68,0,6.91,AU,2021-01-27 23:33:41
407,Tanout,14.9709,8.8879,64.17,22,0,11.99,NE,2021-01-27 23:33:41
408,Kalabo,-14.97,22.6814,65.03,94,100,6.24,ZM,2021-01-27 23:33:41
409,Ambanja,-13.6833,48.45,73.78,89,19,3.22,MG,2021-01-27 23:33:41
410,Port Townsend,48.117,-122.7605,44.6,70,1,4.61,US,2021-01-27 23:33:41
411,Ucluelet,48.9329,-125.5528,41.0,93,90,8.05,CA,2021-01-27 23:29:44
412,Ambilobe,-13.2,49.05,73.62,92,22,1.61,MG,2021-01-27 23:33:42
413,Druzhba,52.0428,33.9453,29.89,98,100,12.71,UA,2021-01-27 23:33:42
414,Namibe,-15.1961,12.1522,73.36,79,94,7.7,AO,2021-01-27 23:33:42
415,Beringovskiy,63.05,179.3167,16.5,96,100,26.33,RU,2021-01-27 23:33:42
416,Poya,-21.35,165.15,84.78,60,86,8.61,NC,2021-01-27 23:33:42
417,Zhaozhou,45.6833,125.3167,-9.0,85,1,12.66,CN,2021-01-27 23:33:42
418,Moree,-29.4667,149.85,84.2,45,90,8.05,AU,2021-01-27 23:33:42
419,Mwingi,-0.9344,38.0601,64.2,78,0,2.98,KE,2021-01-27 23:33:43
420,Hami,42.8,93.45,16.45,84,32,0.74,CN,2021-01-27 23:33:43
421,Wajid,3.8093,43.2471,72.54,77,0,16.78,SO,2021-01-27 23:33:43
422,Lorengau,-2.0226,147.2712,84.29,75,90,10.07,PG,2021-01-27 23:33:43
423,Olafsvik,64.8945,-23.7142,30.04,87,85,15.19,IS,2021-01-27 23:29:40
424,Peace River,56.2501,-117.286,-4.0,71,90,14.97,CA,2021-01-27 23:33:43
425,Quatre Cocos,-20.2078,57.7625,75.99,88,20,8.05,MU,2021-01-27 23:33:44
426,Tomatlan,19.9333,-105.25,76.48,73,12,4.81,MX,2021-01-27 23:33:44
427,Vao,-22.6667,167.4833,78.3,86,100,20.15,NC,2021-01-27 23:33:44
428,Oblivskaya,48.5362,42.5014,33.26,93,100,14.29,RU,2021-01-27 23:33:44
429,Biri,12.6833,124.3636,79.36,83,98,19.17,PH,2021-01-27 23:33:44
430,Port Hedland,-20.3167,118.5667,84.2,79,0,10.36,AU,2021-01-27 23:33:44
431,Maridi,4.9158,29.4742,74.3,43,25,3.06,SS,2021-01-27 23:33:44
432,Dendermonde,51.0333,4.0833,45.0,92,100,1.01,BE,2021-01-27 23:33:44
433,Oktyabrskoye,43.0645,44.7417,26.6,93,48,4.47,RU,2021-01-27 23:33:45
434,Okhotsk,59.3833,143.3,-11.2,79,66,11.27,RU,2021-01-27 23:33:45
435,Port Hardy,50.6996,-127.4199,41.0,75,75,12.66,CA,2021-01-27 23:30:00
436,Shwebo,22.5667,95.7,61.02,68,0,3.69,MM,2021-01-27 23:33:45
437,Safford,32.834,-109.7076,50.0,37,1,14.97,US,2021-01-27 23:33:45
438,Abu Dhabi,24.4667,54.3667,64.4,88,0,8.9,AE,2021-01-27 23:33:45
439,Amos,48.5669,-78.1162,8.6,92,90,9.22,CA,2021-01-27 23:30:04
440,Kautokeino,69.0125,23.0412,12.29,95,100,14.94,NO,2021-01-27 23:33:46
441,Sault Sainte Marie,46.5168,-84.3333,14.0,67,90,11.5,CA,2021-01-27 23:33:46
442,Rio Grande,-32.035,-52.0986,72.0,95,100,8.16,BR,2021-01-27 23:33:04
443,Coahuayana,18.7333,-103.6833,77.0,65,40,6.91,MX,2021-01-27 23:33:46
444,Adrar,20.5022,-10.0711,66.13,24,0,10.0,MR,2021-01-27 23:33:46
445,Dawlatabad,36.4141,64.9053,36.41,73,0,2.75,AF,2021-01-27 23:33:46
446,At-Bashi,41.1702,75.8106,2.01,60,0,1.19,KG,2021-01-27 23:33:46
447,Xuddur,4.1213,43.8894,69.28,86,0,14.94,SO,2021-01-27 23:33:47
448,Qiongshan,20.0058,110.3542,62.6,100,1,6.71,CN,2021-01-27 23:33:47
449,Satipo,-11.2522,-74.6386,73.44,77,93,1.68,PE,2021-01-27 23:33:47
450,Kununurra,-15.7667,128.7333,77.0,100,75,6.91,AU,2021-01-27 23:29:26
451,Tura,25.5198,90.2201,55.54,69,0,3.27,IN,2021-01-27 23:29:40
452,Khadyzhensk,44.4256,39.5319,47.79,55,95,3.29,RU,2021-01-27 23:33:47
453,Kysyl-Syr,63.8986,122.7617,-45.8,77,100,2.73,RU,2021-01-27 23:33:47
454,Gejiu,23.306,103.1635,45.73,100,57,4.5,CN,2021-01-27 23:33:47
455,Culiacancito,24.8247,-107.5331,78.8,27,75,11.5,MX,2021-01-27 23:33:47
456,Roma,43.2128,-75.4557,23.0,74,90,6.91,US,2021-01-27 23:33:48
457,Nizwa,22.9333,57.5333,53.08,70,0,1.45,OM,2021-01-27 23:33:48
458,Ipixuna,-1.7625,-48.8043,80.6,83,40,4.61,BR,2021-01-27 23:33:48
459,Gorzow Wielkopolski,52.7368,15.2288,28.99,82,97,1.01,PL,2021-01-27 23:33:48
460,Sangueya,10.7,-14.3667,69.17,89,0,1.43,GN,2021-01-27 23:33:48
461,Shelburne,44.0787,-80.2041,17.6,93,90,2.3,CA,2021-01-27 23:33:48
462,Monchique,37.3177,-8.5553,55.99,100,94,4.0,PT,2021-01-27 23:33:48
463,Bilma,18.6853,12.9164,63.05,28,0,14.34,NE,2021-01-27 23:33:48
464,Namanyere,-7.5167,31.05,59.38,93,67,3.02,TZ,2021-01-27 23:33:49
465,Nantucket,41.2835,-70.0995,36.0,100,90,13.8,US,2021-01-27 23:29:44
466,Ambulu,-8.345,113.6058,78.42,82,97,2.01,ID,2021-01-27 23:33:49
467,Kutum,14.2,24.6667,58.75,26,51,8.01,SD,2021-01-27 23:33:49
468,Miandrivazo,-19.5167,45.4667,77.97,85,35,1.66,MG,2021-01-27 23:33:49
469,Necochea,-38.5473,-58.7368,66.0,62,61,13.29,AR,2021-01-27 23:33:49
470,Grants,35.1473,-107.8514,35.6,44,1,12.66,US,2021-01-27 23:33:49
471,Coruripe,-10.1256,-36.1756,76.68,82,40,8.3,BR,2021-01-27 23:33:49
472,Nemuro,43.3236,145.575,23.09,87,12,13.78,JP,2021-01-27 23:33:49
473,Waipawa,-41.4122,175.5153,68.0,83,90,26.46,NZ,2021-01-27 23:33:50
474,Dongzhen,22.3797,110.9389,65.64,67,99,4.14,CN,2021-01-27 23:33:50
475,Soyo,-6.1349,12.3689,79.56,80,100,1.12,AO,2021-01-27 23:33:50
476,Nome,64.5011,-165.4064,17.6,62,90,10.36,US,2021-01-27 23:29:23
477,Tucuman,-26.8241,-65.2226,86.0,51,0,5.75,AR,2021-01-27 23:30:52
478,Nakhon Phanom,17.3333,104.4167,68.0,83,17,4.61,TH,2021-01-27 23:33:50
479,Saint-Georges,12.0564,-61.7485,78.8,78,20,12.66,GD,2021-01-27 23:33:50
480,Colares,38.7992,-9.4469,59.0,88,100,3.0,PT,2021-01-27 23:33:50
481,Kefamenanu,-9.4467,124.4781,77.2,80,100,5.99,ID,2021-01-27 23:33:50
482,Shestakovo,56.4915,103.96,-9.98,87,100,9.04,RU,2021-01-27 23:33:51
483,Bang Saphan,11.2126,99.5117,75.2,100,75,1.39,TH,2021-01-27 23:33:51
484,Zeya,53.75,127.2667,-20.0,83,100,4.74,RU,2021-01-27 23:33:51
485,Havre-Saint-Pierre,50.2334,-63.5986,19.4,63,90,10.36,CA,2021-01-27 23:33:51
486,Ranong,9.9658,98.6348,77.0,88,20,3.44,TH,2021-01-27 23:33:51
487,Ormara,25.2088,64.6357,64.62,55,0,4.94,PK,2021-01-27 23:33:53
488,Rantepao,-2.9701,119.8978,68.0,83,98,2.33,ID,2021-01-27 23:29:09
489,Port Barton,10.4756,119.2472,78.82,81,100,5.57,PH,2021-01-27 23:33:53
490,Lazaro Cardenas,17.9583,-102.2,79.21,70,67,4.34,MX,2021-01-27 23:33:53
491,Solana Beach,32.9912,-117.2711,60.01,51,1,8.05,US,2021-01-27 23:33:53
492,Yenagoa,4.9247,6.2642,77.94,88,85,5.06,NG,2021-01-27 23:33:53
493,Mezen,65.8522,44.24,8.89,95,100,7.09,RU,2021-01-27 23:30:08
494,San Ramon,37.7799,-121.978,50.0,76,90,12.66,US,2021-01-27 23:29:54
495,Kindu,-2.95,25.95,70.12,97,85,1.97,CD,2021-01-27 23:29:10
496,Cabedelo,-6.9811,-34.8339,78.8,89,75,8.05,BR,2021-01-27 23:29:09
497,Hendek,40.7994,30.7481,37.4,93,75,8.05,TR,2021-01-27 23:33:54
498,Guanica,17.9716,-66.908,78.01,70,0,5.75,PR,2021-01-27 23:33:54
499,Pisco,-13.7,-76.2167,75.2,60,0,10.36,PE,2021-01-27 23:33:54
500,Lamu,-2.2717,40.902,77.0,88,20,5.75,KE,2021-01-27 23:33:54
501,Esmeraldas,-19.7625,-44.3139,77.0,47,0,9.22,BR,2021-01-27 23:33:54
502,Jalu,29.0331,21.5482,48.07,71,0,7.96,LY,2021-01-27 23:33:54
503,Mirnyy,62.5353,113.9611,-44.37,80,45,2.13,RU,2021-01-27 23:33:55
504,Creel,27.75,-107.6333,45.91,54,98,7.54,MX,2021-01-27 23:33:55
505,Itaqui,-29.1253,-56.5531,72.7,81,5,7.56,BR,2021-01-27 23:33:55
506,Kasamwa,-2.85,32.4333,63.28,89,0,2.68,TZ,2021-01-27 23:33:55
507,Manadhoo,5.7667,73.3833,80.53,65,50,11.48,MV,2021-01-27 23:33:56
508,Pitimbu,-7.4706,-34.8086,78.8,89,75,8.05,BR,2021-01-27 23:33:56
509,Tuatapere,-46.1333,167.6833,53.01,72,100,15.99,NZ,2021-01-27 23:33:56
510,Gat,31.61,34.7642,59.0,76,75,3.44,IL,2021-01-27 23:33:56
511,Fairview,40.8126,-73.999,36.0,55,90,10.36,US,2021-01-27 23:33:56
512,Atbasar,51.8,68.3333,14.4,96,97,9.55,KZ,2021-01-27 23:33:56
513,Airai,-8.9266,125.4092,63.73,100,100,3.74,TL,2021-01-27 23:33:56
514,Ocos,14.5094,-92.1933,87.8,51,1,11.5,GT,2021-01-27 23:33:56
515,Shingu,33.7333,135.9833,44.6,76,75,5.75,JP,2021-01-27 23:30:28
516,Muros,42.7762,-9.0603,57.99,91,100,10.0,ES,2021-01-27 23:33:57
517,Biltine,14.5333,20.9167,69.78,19,1,9.46,TD,2021-01-27 23:33:57
518,Havoysund,70.9963,24.6622,21.2,68,75,12.66,NO,2021-01-27 23:29:41
519,Kiama,-34.6833,150.8667,72.0,73,92,5.01,AU,2021-01-27 23:33:57
520,Touros,-5.1989,-35.4608,78.8,78,20,8.05,BR,2021-01-27 23:33:57
521,Malanje,-9.5402,16.341,63.45,97,93,4.07,AO,2021-01-27 23:33:57
522,Valdez,1.2492,-78.9831,79.09,84,26,8.37,EC,2021-01-27 23:29:50
523,Kadyy,57.787,43.1903,24.1,98,100,3.42,RU,2021-01-27 23:33:58
524,Orvault,47.271,-1.6219,53.6,94,90,12.66,FR,2021-01-27 23:33:58
525,Puksoozero,62.5903,40.6066,22.91,99,100,2.57,RU,2021-01-27 23:33:58
526,Riyadh,24.6877,46.7219,62.6,27,0,9.22,SA,2021-01-27 23:33:13
527,Dryden,49.7833,-92.7503,-4.0,71,1,4.61,CA,2021-01-27 23:33:58
528,Sumbal,34.2333,74.6333,13.26,82,81,0.65,IN,2021-01-27 23:33:58
529,Sao Felix Do Xingu,-6.6447,-51.995,73.6,90,67,1.61,BR,2021-01-27 23:33:58
530,Saint-Leu,-21.15,55.2833,75.99,61,5,4.27,RE,2021-01-27 23:33:58
531,Jyvaskyla,62.2415,25.7209,27.0,93,90,4.61,FI,2021-01-27 23:33:59
532,Uige,-7.6087,15.0613,64.9,90,99,1.34,AO,2021-01-27 23:33:59
533,Souillac,-20.5167,57.5167,73.4,88,20,8.05,MU,2021-01-27 23:33:59
534,Tual,-5.6667,132.75,84.18,77,100,16.13,ID,2021-01-27 23:30:29
535,Praia Da Vitoria,38.7333,-27.0667,60.8,100,40,23.98,PT,2021-01-27 23:33:59
536,Independence,39.0911,-94.4155,27.0,80,90,9.22,US,2021-01-27 23:34:00
537,Nacala,-14.5428,40.6728,77.29,88,55,4.34,MZ,2021-01-27 23:34:00
538,Lasa,46.6166,10.7002,28.0,84,100,5.84,IT,2021-01-27 23:34:00
539,Sorland,67.667,12.6934,32.68,89,3,16.33,NO,2021-01-27 23:34:00
540,Cruzeiro Do Sul,-29.5128,-51.9853,73.99,96,92,2.98,BR,2021-01-27 23:34:00
541,Lusambo,-4.9667,23.45,68.83,97,91,2.1,CD,2021-01-27 23:34:00
542,Bela,25.9333,81.9833,44.98,71,0,0.56,IN,2021-01-27 23:34:00
543,Nhulunbuy,-12.2333,136.7667,84.2,79,40,11.5,AU,2021-01-27 23:34:01
544,Sept-Iles,50.2001,-66.3821,23.0,58,13,10.36,CA,2021-01-27 23:34:01
545,Barcelos,41.5388,-8.6151,55.4,100,75,8.05,PT,2021-01-27 23:34:01
546,Tilaran,10.4703,-84.9671,84.2,48,0,12.66,CR,2021-01-27 23:34:01
547,Taltal,-25.4,-70.4833,67.08,74,19,6.2,CL,2021-01-27 23:34:01
548,Chirongui,-12.9319,45.1483,77.0,94,0,3.44,YT,2021-01-27 23:34:01
549,Buckeye,33.3703,-112.5838,62.01,29,4,7.85,US,2021-01-27 23:34:02
550,Marsh Harbour,26.5412,-77.0636,75.29,81,20,9.26,BS,2021-01-27 23:34:02
551,Roald,62.5833,6.1333,30.2,100,90,10.36,NO,2021-01-27 23:34:02
552,Ciro Marina,39.3732,17.126,47.17,54,100,8.14,IT,2021-01-27 23:30:07
